LicenseClass,SubClass,LicenseNumber,LicenseDate,LicenseEndDate,LicenseYear,CertificateNumber,LicenseStatus,TradeName,CorpName,Long,Lat,EstablishmentDesc,DayPerWeek,Description,AddrStreet,AddrZip,CityStateZip
LBD7,BWL,145,5/1/2017,4/30/2018,2017,352,Renewed,STOCKMARKET BAR,"JAMS INVESTMENT, INC.",-76.609046,39.239473,Tavern,7 days,"Beer, Wine, & Liquor",3538 HANOVER STREET SOUTH,21225,"Baltimore, MD 21225"
LBD7,BWL,107,4/24/2017,4/30/2018,2017,T0314,Transferred,"A.O. HAMMONS GROUP, INC.",SHIPYARD PUB,-76.567549,39.280498,Tavern,7 days,"Beer, Wine, & Liquor",3500 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,389,5/1/2016,4/30/2017,2016,1123,Renewed,EL ANTRO,"COMPADRES-1, LLC",-76.563011,39.291545,Tavern,7 days,"Beer, Wine, & Liquor",4020 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,167,5/1/2017,4/30/2018,2017,390,Renewed,WONDERLAND LIQUORS,"WONDERLAND CHEERS, INC.",-76.638242,39.306483,Tavern,7 days,"Beer, Wine, & Liquor",2043-45 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,52,5/1/2017,4/30/2018,2017,251,Renewed,CURLEY STREET CAFE,N/A,-76.57495,39.284168,Tavern,7 days,"Beer, Wine, & Liquor",701 CURLEY STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,253,5/1/2017,4/30/2018,2017,737,Renewed,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",-76.560943,39.352903,Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,421,5/1/2016,4/30/2017,2016,1197,Renewed,JERRY'S BELVEDERE TAVERN,"PERGUSA ENTERPRISES, INC.",-76.609935,39.3648,Tavern,7 days,"Beer, Wine, & Liquor",5928 YORK ROAD,21212,"Baltimore, MD 21212"
LBD7,BWL,123,5/1/2017,4/30/2018,2017,330,Renewed,GALLERY,"GALLERY, INC.",-76.617821,39.309574,Tavern,7 days,"Beer, Wine, & Liquor",1733-35 MARYLAND AVENUE,21201,"Baltimore, MD 21201"
LBD7,BWL,30,5/1/2017,4/30/2018,2017,228,Renewed,BALTIMORE TAPHOUSE,"JCB ENTERPRISES, INC.",-76.574303,39.285213,Tavern,7 days,"Beer, Wine, & Liquor",600 POTOMAC STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,411,12/16/2016,4/30/2017,2016,T1173,Transferred,LONG JOHN'S,"398,LLC",-76.62312,39.32172,Tavern,7 days,"Beer, Wine, & Liquor",398 29TH STREET WEST,21211,"Baltimore, MD 21211"
LBD7,BWL,383,5/1/2016,4/30/2017,2016,1100,Renewed,CLOCK,"QG,LLC",-76.612183,39.287999,Tavern,7 days,"Beer, Wine, & Liquor",31 CALVERT STREET  SOUTH,21202,"Baltimore, MD 21202"
LBD7,BWL,11,5/1/2017,4/30/2018,2017,207,Renewed,MAISY'S,"MH4, LLC",-76.615376,39.292784,Tavern,7 days,"Beer, Wine, & Liquor",313 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,196,5/1/2017,4/30/2018,2017,420,Renewed,ROYAL CASINO,IVEY CORPORATION,-76.633067,39.302232,Tavern,7 days,"Beer, Wine, & Liquor",1515-19 PENNSYLVANIA AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,60,5/1/2017,4/30/2018,2017,259,Renewed,MAIN STREET BAR & LIQUORS,"G & S 3724, LLC",-76.565712,39.286642,Tavern,7 days,"Beer, Wine, & Liquor",3724 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,1,5/1/2017,4/30/2018,2017,3,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,1,5/1/2017,4/30/2018,2017,3,Renewed,CLUB PUSSYCAT,"CLUB PUSSYCAT, INC.",-76.609703,39.289758,Tavern,7 days,"Beer, Wine, & Liquor",411 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,135,5/1/2017,4/30/2018,2017,342,Renewed,V-NO,V-NO INC,-76.591091,39.281864,Tavern,7 days,"Beer, Wine, & Liquor",905 ANN STREET  SOUTH,21231,"Baltimore, MD 21231"
AE,AE,4,7/1/2017,6/30/2018,2017,1241,Renewed,GENTLEMEN'S GOLD CLUB,"GGC-BALTIMORE, LLC.",-76.548498,39.301657,Adult,,,5801 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,205,5/1/2017,4/30/2018,2017,430,Renewed,CLUB RIO,"CHARLES P. STOKES, INC.",-76.665422,39.3031,Tavern,7 days,"Beer, Wine, & Liquor",1330 POPLAR GROVE STREET,21216,"Baltimore, MD 21216"
LBD7,BWL,184,5/1/2017,4/30/2018,2017,408,Renewed,HOWARD DISCOUNT LIQUOR,"KAMANA, LLC",-76.619455,39.289706,Tavern,7 days,"Beer, Wine, & Liquor",3 HOWARD STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,191,5/1/2017,4/30/2018,2017,415,Renewed,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",-76.639372,39.311481,Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,142,5/1/2017,4/30/2018,2017,349,Renewed,PULASKI LIQUOR EMPORIUM,"SHIYA, INC.",-76.540467,39.304027,Tavern,7 days,"Beer, Wine, & Liquor",6425 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,237,5/1/2017,4/30/2018,2017,720,Renewed,HOLLINSWOOD INN,"AJKJ, INC.",-76.638718,39.25384,Tavern,7 days,"Beer, Wine, & Liquor",2839 ANNAPOLIS ROAD,21230,"Baltimore, MD 21230"
LBD7,BWL,244,5/1/2017,4/30/2018,2017,728,Renewed,SLIM ACE OF CLUB,"4200 PARKSIDE BELAIR,INC.",-76.565806,39.327785,Tavern,7 days,"Beer, Wine, & Liquor",4200 BELAIR ROAD,21206,"Baltimore, MD 21206"
LBD7,BWL,106,5/1/2017,4/30/2018,2017,313,Renewed,MOBYS,"TOMMY, INC.",-76.593174,39.283004,Tavern,7 days,"Beer, Wine, & Liquor",721 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,226,5/1/2017,4/30/2018,2017,638,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,219,5/1/2017,4/30/2018,2017,445,Renewed,SANDMAN'S,"SEAN'S SANDMAN,INC.",-76.567917,39.283984,Tavern,7 days,"Beer, Wine, & Liquor",708 BAYLIS STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,448,1/27/2017,4/30/2017,2016,TTT1282,Transferred,TRUTH LOUNGE,"TRUTH LOUNGE, LLC",-76.562177,39.330637,Tavern,7 days,"Beer, Wine, & Liquor",4507-09 BELAIR ROAD,21206,"Baltimore, MD 21206"
AE,AE,24,7/1/2016,6/30/2017,2016,1302,Renewed,HAVEN PLACE,"HAVEN PLACE, INC.",-76.563038,39.296491,Adult,,,400-02 HAVEN STREET NORTH,21224,"Baltimore, MD 21224"
LBD7,BWL,80,5/1/2017,4/30/2018,2017,283,Renewed,JP'S,"JARP, INC.",-76.570702,39.285584,Tavern,7 days,"Beer, Wine, & Liquor",528 BOULDIN STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,10,5/1/2017,4/30/2018,2017,206,Renewed,IDLE HOUR,"BRENDAL, INC.",-76.609896,39.272788,Tavern,7 days,"Beer, Wine, & Liquor",201 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,226,5/1/2017,4/30/2018,2017,638,Renewed,M & M LOUNGE,"MYONGNAM, INC.",-76.5825,39.304738,Tavern,7 days,"Beer, Wine, & Liquor",2500 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,92,5/1/2017,4/30/2018,2017,295,Renewed,BLUE PIT BBQ,"BLUE PIT, LLC",-76.640793,39.332072,Tavern,7 days,"Beer, Wine, & Liquor",1601 UNION AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,176,5/1/2017,4/30/2018,2017,400,Renewed,EL OASIS RESTAURANT Y DISCOTEC,"EL OASIS RESTAURANT Y DISCOTEC, INC.",-76.56377,39.286744,Tavern,7 days,"Beer, Wine, & Liquor",3919-21 EASTERN AVENUE,21224,"Baltimore, MD 21224"
AE,AE,8,7/1/2016,6/30/2017,2016,1283,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,13,5/1/2017,4/30/2018,2017,209,Renewed,COACH'S RONDEZVOUS,"COACHES LIBATION RONDEZVOUS TAVERN, LLC",-76.619471,39.317751,Tavern,7 days,"Beer, Wine, & Liquor",134-36 25TH STREET WEST,21218,"Baltimore, MD 21218"
LBD7,BWL,253,5/1/2017,4/30/2018,2017,737,Renewed,BRANNAN'S PUB,"HARFORD ROAD GROUP, LLC",-76.560943,39.352903,Tavern,7 days,"Beer, Wine, & Liquor",5516 HARFORD ROAD,21214,"Baltimore, MD 21214"
LBD7,BWL,155,5/1/2017,4/30/2018,2017,374,Renewed,WAVERLY TAVERN,"BS&R, LLC",-76.607523,39.335626,Tavern,7 days,"Beer, Wine, & Liquor",3801 OLD YORK ROAD,21218,"Baltimore, MD 21218"
LBD7,BWL,236,5/1/2017,4/30/2018,2017,719,Renewed,DANNY'S LOUNGE,"S & K TAVERN, INC.",-76.667366,39.338196,Tavern,7 days,"Beer, Wine, & Liquor",4316 REISTERSTOWN ROAD,21215,"Baltimore, MD 21215"
LBD7,BWL,434,5/1/2016,4/30/2017,2016,1233,Renewed,PIGTOWN TAVERN,"737 CARROLL, LLC",-76.627116,39.282172,Tavern,7 days,"Beer, Wine, & Liquor",737 CARROLL STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,161,5/1/2017,4/30/2018,2017,384,Renewed,COLLEEN'S CORNER,"V.G. ENTERPRISES, INC",-76.631927,39.26312,Tavern,7 days,"Beer, Wine, & Liquor",2231 CEDLEY STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,281,5/1/2017,4/30/2018,2017,901,Renewed,RAY'S TAVERN,N/A,-76.532358,39.259819,Tavern,7 days,"Beer, Wine, & Liquor",6500 ST. HELENA AVENUE,21222,"Baltimore, MD 21222"
LBD7,BWL,378,5/1/2017,4/30/2018,2017,1100,Renewed,LOOP,"ITCHY PALMZ, LLC",-76.686578,39.281634,Tavern,7 days,"Beer, Wine, & Liquor",4238 FREDERICK AVENUE,21229,"Baltimore, MD 21229"
LBD7,BWL,367,5/1/2017,4/30/2018,2017,1074,Renewed,FANTASIES,"KIMMICO, INC.",-76.587684,39.216979,Tavern,7 days,"Beer, Wine, & Liquor",5520 PENNINGTON AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,421,9/27/2017,4/30/2018,2017,T1191,Transferred,BANDITOS,"THE SOBO TACO SPOT,LLC",-76.614332,39.276269,Tavern,7 days,"Beer, Wine, & Liquor",1118 CHARLES STREET SOUTH UNIT 101,21230,"Baltimore, MD 21230"
LBD7,BWL,429,5/1/2017,4/30/2018,2017,1213,Renewed,SNS LIQUOR,SNS LIQUOR CORPORATION,-76.587636,39.312435,Tavern,7 days,"Beer, Wine, & Liquor",2135 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,371,5/5/2017,4/30/2018,2017,T1087,Transferred,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,360,5/1/2017,4/30/2018,2017,1067,Renewed,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",-76.576014,39.280016,Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,419,5/1/2017,4/30/2018,2017,1187,Renewed,THUMPERS,"4600 CURTIS AVENUE, LLC",-76.586753,39.22448,Tavern,7 days,"Beer, Wine, & Liquor",4600 CURTIS AVENUE,21226,"Baltimore, MD 21226"
LBD7,BWL,340,5/1/2017,4/30/2018,2017,1035,Renewed,CLUB BUNNS,"MOMBEE TLC, INC.",-76.624097,39.291376,Tavern,7 days,"Beer, Wine, & Liquor",606-08 LEXINGTON STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,350,5/1/2017,4/30/2018,2017,1054,Renewed,ROBBIE'S NEST,LIQUOR STORE OF MARYLAND LLC.,-76.586091,39.312499,Tavern,7 days,"Beer, Wine, & Liquor",2250 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,371,5/5/2017,4/30/2018,2017,T1087,Transferred,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Tavern,7 days,"Beer, Wine, & Liquor",408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,112,5/1/2017,4/30/2018,2017,319,Renewed,8 X 10 CLUB,"CONSENSUAL REALITY, LLC",-76.613842,39.276889,Tavern,7 days,"Beer, Wine, & Liquor",8-10 CROSS STREET EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,283,5/1/2017,4/30/2018,2017,904,Renewed,UPTOWN BAR,"99 UPTOWN , INC",-76.647468,39.295158,Tavern,7 days,"Beer, Wine, & Liquor",1901 EDMONDSON AVENUE,21223,"Baltimore, MD 21223"
LBD7,BWL,312,5/1/2017,4/30/2018,2017,1003,Renewed,METRO GALLERY,METRO GALLERY HOLDING CORP.,-76.616412,39.308895,Tavern,7 days,"Beer, Wine, & Liquor",1700 CHARLES STREET NORTH,21201,"Baltimore, MD 21201"
LBD7,BWL,397,5/1/2017,4/30/2018,2017,1134,Renewed,BOATHOUSE CANTON,"CANTON WATERFRONT RESTAURANT, LLC",-76.575794,39.278268,Tavern,7 days,"Beer, Wine, & Liquor",2809 BOSTON STREET,21224,"Baltimore, MD 21224"
LBD7,BWL,382,5/1/2017,4/30/2018,2017,1105,Renewed,FELLS POINT LIQUOR & BAR,"RADHARAJ, INC.",-76.592622,39.284583,Tavern,7 days,"Beer, Wine, & Liquor",1709 FLEET STREET,21231,"Baltimore, MD 21231"
LBD7,BWL,347,5/1/2017,4/30/2018,2017,1051,Renewed,CLUB ELDORADO,"ELDORADO LOUNGE, INC.",-76.562494,39.291569,Tavern,7 days,"Beer, Wine, & Liquor",4100-02 LOMBARD STREET EAST,21224,"Baltimore, MD 21224"
LBD7,BWL,126,5/1/2017,4/30/2018,2017,333,Renewed,PETER'S POUR HOUSE,"111 MERCER STREET, INC.",-76.612995,39.28852,Tavern,7 days,"Beer, Wine, & Liquor",111 MERCER STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,360,5/1/2017,4/30/2018,2017,1067,Renewed,CANTON'S PORTSIDE TAVERN,"BALTIMORE BUDDIES, LLC",-76.576014,39.280016,Tavern,7 days,"Beer, Wine, & Liquor",2821-23 O'DONNELL STREET,21224,"Baltimore, MD 21224"
AE,AE,15,7/1/2017,6/30/2018,2017,1252,Renewed,2 O'CLOCK CLUB,"NEW 2 O'CLOCK CLUB, INC.",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,310,5/1/2017,4/30/2018,2017,985,Renewed,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",-76.58041,39.283049,Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,403,5/1/2017,4/30/2018,2017,1147,Renewed,STALKING HORSE,"26 E. CROSS, LLC",-76.613347,39.276942,Tavern,7 days,"Beer, Wine, & Liquor",26-30 CROSS STREET  EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,290,5/1/2017,4/30/2018,2017,915,Renewed,CATCH 22 SALOON,"KIE-BRAN, INC.",-76.544535,39.287539,Tavern,7 days,"Beer, Wine, & Liquor",6000 EASTERN AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,303,5/1/2017,4/30/2018,2017,947,Renewed,JORDY'S,"JORDY'S BAR& LOUNGE, LLC",-76.557435,39.288912,Tavern,7 days,"Beer, Wine, & Liquor",301 MACON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,310,5/1/2017,4/30/2018,2017,985,Renewed,COPPER WOOD AND ZINK,"J-MAKTO COMPANY, LLC",-76.58041,39.283049,Tavern,7 days,"Beer, Wine, & Liquor",2522-24 FAIT AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,430,5/1/2017,4/30/2018,2017,1215,Renewed,BENDERS,"BENDERS, LLC",-76.591527,39.287613,Tavern,7 days,"Beer, Wine, & Liquor",301 ANN STREET SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,292,5/1/2017,4/30/2018,2017,920,Renewed,BAR BB ORTIZ,"BAR BB ORTIZ, LLC",-76.536,39.27235,Tavern,7 days,"Beer, Wine, & Liquor",6422 HOLABIRD AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,193,5/1/2017,4/30/2018,2017,417,Renewed,MUM'S THE WORD,"BSH, INC.",-76.615479,39.275919,Tavern,7 days,"Beer, Wine, & Liquor",1132 HANOVER STREET SOUTH,21230,"Baltimore, MD 21230"
LBD7,BWL,387,5/1/2017,4/30/2018,2017,1117,Renewed,BIG BILL LIQUORS,"K & C LIQUORS, INC.",-76.598025,39.305106,Tavern,7 days,"Beer, Wine, & Liquor",1232 CAROLINE STREET NORTH,21213,"Baltimore, MD 21213"
LBD7,BWL,385,5/1/2017,4/30/2018,2017,1112,Renewed,HOME SLYCE,"900 PIZZA , LLC",-76.576955,39.282046,Tavern,7 days,"Beer, Wine, & Liquor",900 KENWOOD AVENUE SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,431,5/1/2017,4/30/2018,2017,1218,Renewed,DIVING HORSE GENTLEMAN CLUB,"5 COMMERCE STREET, LLC",-76.610227,39.289459,Tavern,7 days,"Beer, Wine, & Liquor",5-11 COMMERCE STREET,21202,"Baltimore, MD 21202"
LBD7,BWL,302,5/1/2017,4/30/2018,2017,945,Renewed,LOMBARD LIQUOR & BAR,"BADWAL, LLC",-76.633785,39.286752,Tavern,7 days,"Beer, Wine, & Liquor",1000 LOMBARD STREET WEST,21223,"Baltimore, MD 21223"
LBD7,BWL,294,5/1/2017,4/30/2018,2017,922,Renewed,STARTERS BAR,"SUE, MARK, TODD, INC.",-76.639578,39.249661,Tavern,7 days,"Beer, Wine, & Liquor",3311 ANNAPOLIS ROAD,21230,"Baltimore, MD 21230"
LBD7,BWL,243,5/1/2017,4/30/2018,2017,727,Renewed,ROCKET TO VENUS,"THREE, FOUR, LLC",-76.62925,39.328541,Tavern,7 days,"Beer, Wine, & Liquor",3360 CHESTNUT AVENUE,21211,"Baltimore, MD 21211"
LBD7,BWL,191,5/1/2017,4/30/2018,2017,415,Renewed,SUGAR HILL TAVERN,"HBS ENTERPRISES, INC.",-76.639372,39.311481,Tavern,7 days,"Beer, Wine, & Liquor",2361 DRUID HILL AVENUE,21217,"Baltimore, MD 21217"
LBD7,BWL,350,5/1/2017,4/30/2018,2017,1054,Renewed,ROBBIE'S NEST,LIQUOR STORE OF MARYLAND LLC.,-76.586091,39.312499,Tavern,7 days,"Beer, Wine, & Liquor",2250 NORTH AVENUE EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,246,5/1/2017,4/30/2018,2017,730,Renewed,WEST MADISON CRAFT BEER AND WINE BAR,"WEST MADISON, LLC",-76.620536,39.298382,Tavern,7 days,"Beer, Wine, & Liquor",307-11 MADISON STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,353,5/1/2017,4/30/2018,2017,1060,Renewed,THE ROCKWELL,"EXILE ON BROADWAY, LLC",-76.593495,39.283346,Tavern,7 days,"Beer, Wine, & Liquor",702 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
AE,AE,11,7/1/2017,6/30/2018,2017,1248,Renewed,JEWEL BOX,"419 E. BALTIMORE ST., INC.",-76.609442,39.289772,Adult,,,419 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,369,5/1/2017,4/30/2018,2017,1082,Renewed,CLUB PARADISE,"KIMSINK ENTERPRISES, INC",-76.639074,39.303361,Tavern,7 days,"Beer, Wine, & Liquor",1300-02 LAURENS STREET,21217,"Baltimore, MD 21217"
AE,AE,25,7/1/2017,6/30/2018,2017,1266,Renewed,CLUB BUNNS,"MOMBEE TLC, INC.",-76.624097,39.291376,Adult,,,606-08 LEXINGTON STREET WEST,21201,"Baltimore, MD 21201"
LBD7,BWL,306,5/1/2017,4/30/2018,2017,970,Renewed,CENTERSTAGE,"CENTER STAGE ASSOCIATES, INC.",-76.612921,39.298011,Tavern,7 days,"Beer, Wine, & Liquor",700-02 CALVERT STREET NORTH,21202,"Baltimore, MD 21202"
LBD7,BWL,265,5/1/2017,4/30/2018,2017,750,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Tavern,7 days,"Beer, Wine, & Liquor",504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,386,12/26/2017,4/30/2018,2017,T1116,Transferred,BOTTOMS UP GENTLEMEN'S,"BOTTOMS UP GENTLEMEN'S CLUB, LLC",-76.609565,39.289766,Tavern,7 days,"Beer, Wine, & Liquor",415 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,215,5/1/2017,4/30/2018,2017,441,Renewed,RODOS BAR,"PANORMITIS, INC.",-76.593177,39.283037,Tavern,7 days,"Beer, Wine, & Liquor",719 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
LBD7,BWL,305,5/1/2017,4/30/2018,2017,964,Renewed,SHOTTI'S,"SHOTTI'S POINT, LLC",-76.603919,39.272559,Tavern,7 days,"Beer, Wine, & Liquor",701 FORT AVENUE EAST,21230,"Baltimore, MD 21230"
LBD7,BWL,338,5/1/2017,4/30/2018,2017,1033,Renewed,LA ISLA TAVERNA,"UNION CENTRO AMERICANA, LLC",-76.571167,39.29353,Tavern,7 days,"Beer, Wine, & Liquor",3230 FAIRMOUNT AVENUE EAST,21224,"Baltimore, MD 21224"
AE,AE,27,7/1/2017,6/30/2018,2017,1269,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,271,5/1/2017,4/30/2018,2017,756,Renewed,KITTY'S LOUNGE,"PAN, INC.",-76.60942,39.327522,Tavern,7 days,"Beer, Wine, & Liquor",3208 GREENMOUNT AVENUE,21218,"Baltimore, MD 21218"
LBD7,BWL,437,5/1/2017,4/30/2018,2017,1254,Renewed,CLUB HAREM,"CLUB HAREM, INC",-76.609238,39.289781,Tavern,7 days,"Beer, Wine, & Liquor",425 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,261,5/1/2017,4/30/2018,2017,746,Renewed,TRAVELER'S LOUNGE,"CHRISTOU, INC.",-76.535551,39.272387,Tavern,7 days,"Beer, Wine, & Liquor",6500-02 HOLABIRD AVENUE,21224,"Baltimore, MD 21224"
LBD7,BWL,131,5/1/2017,4/30/2018,2017,338,Renewed,JEWEL BOX,"419 E. BALTIMORE ST., INC.",-76.609442,39.289772,Tavern,7 days,"Beer, Wine, & Liquor",419 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,3,7/1/2017,6/30/2018,2017,1240,Renewed,BOTTOMS UP GENTLEMEN'S,"BOTTOMS UP GENTLEMEN'S CLUB, LLC",-76.609565,39.289766,Adult,,,415 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
AE,AE,12,7/1/2017,6/30/2018,2017,1249,Renewed,NORMA JEAN'S,"PP & G, INC.",-76.609797,39.289752,Adult,,,10 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,309,5/1/2017,4/30/2018,2017,979,Renewed,CARDINAL TAVERN,"NBH ENTERPRISES, LLC",-76.569692,39.282331,Tavern,7 days,"Beer, Wine, & Liquor",901 CLINTON STREET SOUTH,21224,"Baltimore, MD 21224"
LBD7,BWL,142,5/1/2017,4/30/2018,2017,349,Renewed,PULASKI LIQUOR EMPORIUM,"SHIYA, INC.",-76.540467,39.304027,Tavern,7 days,"Beer, Wine, & Liquor",6425 PULASKI HIGHWAY,21205,"Baltimore, MD 21205"
LBD7,BWL,402,2/9/2018,4/30/2018,2017,T1145,Transferred,LARRY FLYNT'S HUSTLER CLUB,"MD J3 D ENTERTAINMENT, LLC",-76.609701,39.288584,Tavern,7 days,"Beer, Wine, & Liquor",18 CUSTOM HOUSE AVENUE,21202,"Baltimore, MD 21202"
LBD7,BWL,186,5/1/2017,4/30/2018,2017,410,Renewed,VERNELL'S ICE PARADISE,"VERNELL'S ICE PARADISE, INC.",-76.647704,39.301918,Tavern,7 days,"Beer, Wine, & Liquor",1135 MONROE STREET NORTH,21217,"Baltimore, MD 21217"
LBD7,BWL,250,5/1/2017,4/30/2018,2017,734,Closed,RUMORS,"RUMORS, INC.",-76.580712,39.2989,Tavern,7 days,"Beer, Wine, & Liquor",2600 MONUMENT STREET EAST,21205,"Baltimore, MD 21205"
LBD7,BWL,149,5/1/2017,4/30/2018,2017,362,Renewed,BLARNEY STONE PUB,"BLARNEY STONE PUB, INC.",-76.593493,39.283286,Tavern,7 days,"Beer, Wine, & Liquor",704 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
AE,AE,23,7/1/2017,6/30/2018,2017,1264,Renewed,NEW RITZ,"NEW RITZ, INC.",-76.593571,39.285358,Adult,,,504 BROADWAY SOUTH,21231,"Baltimore, MD 21231"
AE,AE,27,7/1/2017,6/30/2018,2017,1269,Renewed,DOWNTOWN LOUNGE,"FOUR ONE FOUR, LLC",-76.60958,39.289765,Adult,,,414-16 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
LBD7,BWL,417,5/1/2017,4/30/2018,2017,1185,Renewed,SHAFFER'S,"J.D.SHAFFER, INC.",-76.632172,39.280621,Tavern,7 days,"Beer, Wine, & Liquor",1184 CLEVELAND STREET,21230,"Baltimore, MD 21230"
LBD7,BWL,320,5/1/2017,4/30/2018,2017,1015,Renewed,OK TAVERN,"SONG CHOE ENTERPRISES, INC",-76.584685,39.304653,Tavern,7 days,"Beer, Wine, & Liquor",2301 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
LBD7,BWL,320,5/1/2017,4/30/2018,2017,1015,Renewed,OK TAVERN,"SONG CHOE ENTERPRISES, INC",-76.584685,39.304653,Tavern,7 days,"Beer, Wine, & Liquor",2301 BIDDLE STREET EAST,21213,"Baltimore, MD 21213"
AE,AE,24,7/1/2017,6/30/2018,2017,1265,Renewed,LUST,"A&S BROTHERS,INC.",-76.609582,39.289765,Adult,,,408 BALTIMORE STREET EAST,21202,"Baltimore, MD 21202"
